epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
24,0.9730370044708252,0.9847464561462402,0.0002500000118743628,0.11096838116645813,0.9502192139625549,0.9926714301109314,0.974897563457489,0.9868540167808533,0.10689474642276764,0.952342689037323,0.9949650168418884
25,0.9739977121353149,0.9844307899475098,0.0002500000118743628,0.10760032385587692,0.9508053064346313,0.9942216873168945,0.9770748019218445,0.9867788553237915,0.09660869836807251,0.9523175358772278,1.0
26,0.9748943448066711,0.9846895933151245,0.0002500000118743628,0.10292942821979523,0.9512621760368347,0.9957719445228577,0.9770748019218445,0.9864518046379089,0.09549954533576965,0.9523175358772278,1.0
27,0.9713718295097351,0.9831292629241943,0.0002500000118743628,0.1182236522436142,0.9504098892211914,0.9885843396186829,0.9746413826942444,0.9873507618904114,0.10900222510099411,0.9523171782493591,0.9944055676460266
28,0.9734212756156921,0.9843842387199402,0.0002500000118743628,0.10887468606233597,0.9509280920028687,0.9927418828010559,0.9759221076965332,0.9872894287109375,0.09833817183971405,0.9522029161453247,0.9974825382232666
29,0.9732611775398254,0.9849663972854614,0.0002500000118743628,0.10773199051618576,0.9505465030670166,0.9928123354911804,0.9765625,0.9865646958351135,0.1003803238272667,0.9522666931152344,0.9988811016082764
30,0.9737094640731812,0.9843296408653259,0.0002500000118743628,0.10880555957555771,0.951018750667572,0.9933056235313416,0.9770748019218445,0.9866041541099548,0.0960964635014534,0.9523175358772278,1.0
31,0.9752465486526489,0.9848065376281738,0.0002500000118743628,0.10110734403133392,0.9511162042617798,0.9967585206031799,0.9770748019218445,0.9864174127578735,0.11360206454992294,0.9523175358772278,1.0
32,0.9743499159812927,0.9844829440116882,0.0001250000059371814,0.1041506677865982,0.9511455297470093,0.9946445226669312,0.9770748019218445,0.9866635799407959,0.0950901210308075,0.9523175358772278,1.0
33,0.9750224351882935,0.9846806526184082,0.0001250000059371814,0.1013856902718544,0.9514576196670532,0.995842456817627,0.9770748019218445,0.9871246218681335,0.10539592057466507,0.9523175358772278,1.0
34,0.9746381640434265,0.9851131439208984,0.0001250000059371814,0.10228980332612991,0.9510536789894104,0.9954196214675903,0.9770748019218445,0.986853301525116,0.09329140186309814,0.9523175358772278,1.0
35,0.9750224351882935,0.9854094386100769,0.0001250000059371814,0.09925682097673416,0.9509718418121338,0.9964061975479126,0.9770748019218445,0.9874337911605835,0.09649834036827087,0.9523175358772278,1.0
36,0.975951075553894,0.9850034117698669,0.0001250000059371814,0.09751725196838379,0.9514308571815491,0.9980269074440002,0.9770748019218445,0.986829936504364,0.09320232272148132,0.9523175358772278,1.0
37,0.9758549928665161,0.9854332208633423,0.0001250000059371814,0.09665985405445099,0.9514817595481873,0.9977450370788574,0.9770748019218445,0.9877999424934387,0.09414965659379959,0.9523175358772278,1.0
38,0.9752465486526489,0.9851865172386169,0.0001250000059371814,0.0981578379869461,0.9506313800811768,0.9973222613334656,0.9770748019218445,0.9872668385505676,0.09258680790662766,0.9523175358772278,1.0
39,0.9755027294158936,0.9855685830116272,0.0001250000059371814,0.0965801328420639,0.9514458775520325,0.9969699382781982,0.9770748019218445,0.9872750639915466,0.09175368398427963,0.9523175358772278,1.0
40,0.9757589101791382,0.9855546355247498,0.0001250000059371814,0.0966346263885498,0.9512899518013,0.9977450370788574,0.9770748019218445,0.9871024489402771,0.09232500195503235,0.9523175358772278,1.0
41,0.975662887096405,0.9852674007415771,0.0001250000059371814,0.09663613140583038,0.9508559703826904,0.9980269074440002,0.9770748019218445,0.9869471788406372,0.09202731400728226,0.9523175358772278,1.0
42,0.9756948947906494,0.9852116107940674,0.0001250000059371814,0.09671217203140259,0.9512834548950195,0.9976041316986084,0.9770748019218445,0.987544059753418,0.09124448150396347,0.9523175358772278,1.0
43,0.976047158241272,0.9856034517288208,0.0001250000059371814,0.09510499238967896,0.9514406323432922,0.9982383251190186,0.9770748019218445,0.9869301319122314,0.09196670353412628,0.9523175358772278,1.0
44,0.976047158241272,0.9854901432991028,0.0001250000059371814,0.09583977609872818,0.9514406323432922,0.9982383251190186,0.9770748019218445,0.9871048927307129,0.11679087579250336,0.9523175358772278,1.0
45,0.9757589101791382,0.9856043457984924,0.0001250000059371814,0.09600070118904114,0.9515326619148254,0.9974631667137146,0.9770748019218445,0.9871379137039185,0.09156475961208344,0.9523175358772278,1.0
46,0.9753106236457825,0.9857164621353149,0.0001250000059371814,0.09787298738956451,0.9513655304908752,0.9966175556182861,0.9770748019218445,0.9875916838645935,0.09133535623550415,0.9523175358772278,1.0
47,0.9757589101791382,0.9855078458786011,0.0001250000059371814,0.09525473415851593,0.9511687159538269,0.9978860020637512,0.9770748019218445,0.9871920347213745,0.09231279790401459,0.9523175358772278,1.0
48,0.9763033390045166,0.9855543375015259,6.25000029685907e-05,0.0939430221915245,0.951770007610321,0.9984497427940369,0.9770748019218445,0.9884427189826965,0.09304827451705933,0.9523175358772278,1.0
49,0.9762392640113831,0.9860309958457947,6.25000029685907e-05,0.09325949847698212,0.9515814781188965,0.9985201954841614,0.9770748019218445,0.9884437918663025,0.09025577455759048,0.9523175358772278,1.0
50,0.9764634370803833,0.9861968755722046,6.25000029685907e-05,0.09240977466106415,0.9517255425453186,0.9988725185394287,0.9770748019218445,0.9882140159606934,0.09026089310646057,0.9523175358772278,1.0
51,0.9760150909423828,0.9864562749862671,6.25000029685907e-05,0.0928519070148468,0.9511949419975281,0.9984497427940369,0.9770748019218445,0.9878422617912292,0.09039279073476791,0.9523175358772278,1.0
52,0.9765274524688721,0.9867315888404846,6.25000029685907e-05,0.09094537794589996,0.9517319798469543,0.9990134835243225,0.9770748019218445,0.9882543683052063,0.09079514443874359,0.9523175358772278,1.0
53,0.9762392640113831,0.9862191677093506,6.25000029685907e-05,0.09349489212036133,0.9515208601951599,0.9985906481742859,0.9770748019218445,0.9875941276550293,0.09180216491222382,0.9523175358772278,1.0
54,0.9764634370803833,0.986602246761322,6.25000029685907e-05,0.09137959033250809,0.9515436291694641,0.999083936214447,0.9770748019218445,0.9887365698814392,0.09009015560150146,0.9523175358772278,1.0
55,0.9762712717056274,0.9860002398490906,6.25000029685907e-05,0.09300726652145386,0.9517667889595032,0.9983792304992676,0.9770748019218445,0.9890514016151428,0.08981779962778091,0.9523175358772278,1.0
56,0.9765915274620056,0.9870665073394775,6.25000029685907e-05,0.09062189608812332,0.9517384767532349,0.9991543889045715,0.9770748019218445,0.9888827204704285,0.08888325095176697,0.9523175358772278,1.0
57,0.9765915274620056,0.9868080615997314,6.25000029685907e-05,0.09137438982725143,0.9517384767532349,0.9991543889045715,0.9770748019218445,0.9885520339012146,0.1088634729385376,0.9523175358772278,1.0
58,0.9765595197677612,0.9863782525062561,6.25000029685907e-05,0.09134921431541443,0.951735258102417,0.999083936214447,0.9770748019218445,0.9887757301330566,0.0894763320684433,0.9523175358772278,1.0
59,0.976335346698761,0.9865917563438416,6.25000029685907e-05,0.0921015813946724,0.9515306353569031,0.9988020658493042,0.9770748019218445,0.9883744120597839,0.08910438418388367,0.9523175358772278,1.0
60,0.9763993620872498,0.9869194626808167,6.25000029685907e-05,0.09109382331371307,0.9517190456390381,0.9987316131591797,0.9770748019218445,0.9888565540313721,0.08839181810617447,0.9523175358772278,1.0
61,0.9762392640113831,0.987063467502594,6.25000029685907e-05,0.09087704867124557,0.9515208601951599,0.9985906481742859,0.9770748019218445,0.9886204600334167,0.08897648751735687,0.9523175358772278,1.0
62,0.976335346698761,0.9866853356361389,6.25000029685907e-05,0.09129149466753006,0.9517732262611389,0.9985201954841614,0.9770748019218445,0.9885170459747314,0.08908233046531677,0.9523175358772278,1.0
63,0.97662353515625,0.9868624210357666,6.25000029685907e-05,0.08987059444189072,0.9516810774803162,0.9992953538894653,0.9770748019218445,0.9886560440063477,0.08853814005851746,0.9523175358772278,1.0
64,0.9765274524688721,0.9877281785011292,6.25000029685907e-05,0.08910773694515228,0.9515501260757446,0.999224841594696,0.9770748019218445,0.9895292520523071,0.08818159252405167,0.9523175358772278,1.0
65,0.9765274524688721,0.9876407980918884,6.25000029685907e-05,0.08881635218858719,0.9516713619232178,0.999083936214447,0.9770748019218445,0.9890379309654236,0.08879376202821732,0.9523175358772278,1.0
66,0.9766555428504944,0.9865739345550537,6.25000029685907e-05,0.09100764989852905,0.9518662691116333,0.9991543889045715,0.9770748019218445,0.9892239570617676,0.08790148794651031,0.9523175358772278,1.0
67,0.9767196178436279,0.9874354004859924,6.25000029685907e-05,0.08885440230369568,0.9516302347183228,0.9995772242546082,0.9770748019218445,0.9886879920959473,0.08836036175489426,0.9523175358772278,1.0
68,0.9765915274620056,0.9874154329299927,6.25000029685907e-05,0.08927910774946213,0.9516172409057617,0.9992953538894653,0.9770748019218445,0.9889726042747498,0.08786202222108841,0.9523175358772278,1.0
69,0.9763993620872498,0.9874250292778015,6.25000029685907e-05,0.09047248959541321,0.9514158964157104,0.999083936214447,0.9770748019218445,0.9893030524253845,0.0885068029165268,0.9523175358772278,1.0
70,0.97662353515625,0.9872750043869019,6.25000029685907e-05,0.08947653323411942,0.9516810774803162,0.9992953538894653,0.9770748019218445,0.9895939230918884,0.08715739101171494,0.9523175358772278,1.0
71,0.97662353515625,0.9877422451972961,6.25000029685907e-05,0.08873460441827774,0.9514387249946594,0.9995772242546082,0.9770748019218445,0.9892606735229492,0.08765307068824768,0.9523175358772278,1.0
72,0.9762712717056274,0.9877080321311951,6.25000029685907e-05,0.08972813189029694,0.9516453742980957,0.9985201954841614,0.9770748019218445,0.9889674782752991,0.08785174041986465,0.9523175358772278,1.0
73,0.9764634370803833,0.9872258901596069,6.25000029685907e-05,0.09035410732030869,0.9519075751304626,0.9986611008644104,0.9770748019218445,0.989374041557312,0.08703429251909256,0.9523175358772278,1.0
74,0.9767196178436279,0.9870457053184509,6.25000029685907e-05,0.08997853100299835,0.9519333839416504,0.999224841594696,0.9770748019218445,0.9895709156990051,0.08696239441633224,0.9523175358772278,1.0
75,0.9763993620872498,0.9868895411491394,6.25000029685907e-05,0.09104583412408829,0.9516583681106567,0.9988020658493042,0.9770748019218445,0.9897848963737488,0.08732932060956955,0.9523175358772278,1.0
76,0.9763993620872498,0.986881673336029,6.25000029685907e-05,0.0902601033449173,0.9513553380966187,0.9991543889045715,0.9770748019218445,0.9892030954360962,0.08760247379541397,0.9523175358772278,1.0
77,0.9768157005310059,0.9873466491699219,6.25000029685907e-05,0.08905348181724548,0.9518824219703674,0.9995067119598389,0.9770748019218445,0.9887436032295227,0.08928516507148743,0.9523175358772278,1.0
78,0.9763993620872498,0.9870601296424866,6.25000029685907e-05,0.09055665880441666,0.9517190456390381,0.9987316131591797,0.9770748019218445,0.9891449809074402,0.08781705051660538,0.9523175358772278,1.0
79,0.9767196178436279,0.9878029823303223,3.125000148429535e-05,0.08786287903785706,0.9516907930374146,0.9995067119598389,0.9770748019218445,0.9899504780769348,0.08654502034187317,0.9523175358772278,1.0
80,0.9767196178436279,0.9873937368392944,3.125000148429535e-05,0.08855915814638138,0.9518120884895325,0.9993658065795898,0.9770748019218445,0.9887323379516602,0.08804335445165634,0.9523175358772278,1.0
81,0.976911723613739,0.9880099296569824,3.125000148429535e-05,0.08726460486650467,0.9518921375274658,0.9997181296348572,0.9770748019218445,0.9900926351547241,0.08619553595781326,0.9523175358772278,1.0
82,0.9768797159194946,0.987831711769104,3.125000148429535e-05,0.08733730018138885,0.9519495368003845,0.9995772242546082,0.9770748019218445,0.9894192814826965,0.08714239299297333,0.9523175358772278,1.0
83,0.9767516255378723,0.9880328178405762,3.125000148429535e-05,0.08755093812942505,0.9518759846687317,0.9993658065795898,0.9770748019218445,0.988631010055542,0.0886906236410141,0.9523175358772278,1.0
84,0.9769437909126282,0.9881697297096252,3.125000148429535e-05,0.08643049001693726,0.9519559741020203,0.9997181296348572,0.9770748019218445,0.9894152283668518,0.08715741336345673,0.9523175358772278,1.0
85,0.9768477082252502,0.9882705807685852,3.125000148429535e-05,0.08705561608076096,0.9518250226974487,0.9996476769447327,0.9770748019218445,0.9897766709327698,0.08647597581148148,0.9523175358772278,1.0
86,0.9764314293861389,0.9879100918769836,3.125000148429535e-05,0.08810703456401825,0.9514797925949097,0.999083936214447,0.9770748019218445,0.9903373122215271,0.0856614038348198,0.9523175358772278,1.0
87,0.97662353515625,0.9884245991706848,3.125000148429535e-05,0.0863519236445427,0.9517417550086975,0.999224841594696,0.9770748019218445,0.9895451068878174,0.08649278432130814,0.9523175358772278,1.0
88,0.9765595197677612,0.9879873394966125,3.125000148429535e-05,0.08738444000482559,0.9514927864074707,0.9993658065795898,0.9770748019218445,0.9894800782203674,0.08644554018974304,0.9523175358772278,1.0
89,0.9767516255378723,0.9882738590240479,3.125000148429535e-05,0.08681447058916092,0.9518759846687317,0.9993658065795898,0.9770748019218445,0.9909052848815918,0.08551401644945145,0.9523175358772278,1.0
90,0.9767516255378723,0.9889451265335083,3.125000148429535e-05,0.08545109629631042,0.9519366025924683,0.9992953538894653,0.9770748019218445,0.9897132515907288,0.08637110888957977,0.9523175358772278,1.0
91,0.9768477082252502,0.9887027144432068,3.125000148429535e-05,0.08585114032030106,0.9517644047737122,0.9997181296348572,0.9770748019218445,0.9905472993850708,0.08512409031391144,0.9523175358772278,1.0
92,0.9764314293861389,0.988383412361145,3.125000148429535e-05,0.08723387867212296,0.9513586163520813,0.999224841594696,0.9770748019218445,0.9890788197517395,0.08733130246400833,0.9523175358772278,1.0
93,0.9766555428504944,0.9883295297622681,3.125000148429535e-05,0.08675378561019897,0.951805591583252,0.999224841594696,0.9770748019218445,0.9897454977035522,0.08667990565299988,0.9523175358772278,1.0
94,0.97662353515625,0.9885943531990051,3.125000148429535e-05,0.08585572987794876,0.9516810774803162,0.9992953538894653,0.9770748019218445,0.9909839630126953,0.08455918729305267,0.9523175358772278,1.0
95,0.97662353515625,0.9883665442466736,3.125000148429535e-05,0.08681405335664749,0.9518023729324341,0.9991543889045715,0.9770748019218445,0.990882933139801,0.08454875648021698,0.9523175358772278,1.0
96,0.9767836332321167,0.9880419373512268,3.125000148429535e-05,0.0865681990981102,0.9518185257911682,0.9995067119598389,0.9770748019218445,0.9900582432746887,0.0864124670624733,0.9523175358772278,1.0
97,0.9768477082252502,0.9885958433151245,3.125000148429535e-05,0.08638657629489899,0.9519463181495667,0.9995067119598389,0.9770748019218445,0.9904080629348755,0.0852498933672905,0.9523175358772278,1.0
98,0.9767516255378723,0.9884659647941589,3.125000148429535e-05,0.08616815507411957,0.9518759846687317,0.9993658065795898,0.9770748019218445,0.990875780582428,0.08458655327558517,0.9523175358772278,1.0
99,0.9762712717056274,0.9884307384490967,3.125000148429535e-05,0.08668039739131927,0.9516453742980957,0.9985201954841614,0.9770748019218445,0.9912015199661255,0.08458402752876282,0.9523175358772278,1.0
